artist,title,popularity,year,genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_decade,mood
Wantuir,Waranã – A Reexistência Vermelha,20,2021,samba,0.625,0.711,0.0439,0.277,0.0,0.09,0.937,146.009,2020,romantic
Drumagick,Olinda Vibes,10,2012,samba,0.696,0.948,0.0569,0.000948,0.185,0.323,0.605,119.993,2010,romantic
Suellen Lima,Quero Ver Milagres,8,2008,sertanejo,0.468,0.797,0.0455,0.791,0.0,0.164,0.5,90.264,2000,romantic
Emílio & Eduardo,Apaixonado Xonado,2,2002,sertanejo,0.75,0.894,0.0496,0.229,3.98e-06,0.122,0.907,89.994,2000,romantic
Chico Rey & Paraná,Não Conte Comigo,1,2012,sertanejo,0.46,0.613,0.0441,0.618,0.0,0.33,0.962,158.871,2010,romantic
Raça Negra,Me Leva Junto Com Você - Ao Vivo,44,2017,sertanejo,0.549,0.614,0.0381,0.751,6.01e-05,0.879,0.263,141.971,2010,romantic
Jads & Jadson,Era Você,49,2019,sertanejo,0.781,0.611,0.0412,0.454,0.0,0.101,0.765,116.997,2010,romantic
Rick & Renner,Interview - Ressaca braba,0,2009,sertanejo,0.584,0.392,0.93,0.831,0.0,0.448,0.691,143.688,2000,romantic
Edy Britto & Samuel,Como Esquecer um Amor - Ao Vivo,38,2020,sertanejo,0.647,0.729,0.0357,0.442,0.0,0.176,0.582,110.107,2020,romantic
Pixote,Ja É Madrugada - Ao Vivo,37,2007,sertanejo,0.491,0.851,0.114,0.528,0.0,0.787,0.545,88.951,2000,romantic
Peão Carreiro e Zé Paulo,O Amor Não Vê Defeito,19,2009,sertanejo,0.637,0.432,0.0262,0.0761,3.05e-05,0.143,0.609,103.05,2000,romantic
Turma do Pagode,Bebida com Carência (Ao Vivo),39,2021,sertanejo,0.583,0.482,0.0351,0.657,0.0,0.947,0.769,159.819,2020,romantic
Chico Rey & Paraná,Canarinho Prisioneiro,35,2002,sertanejo,0.796,0.718,0.0284,0.223,4.69e-05,0.0958,0.961,124.072,2000,romantic
Jeito Moleque,É Mágica,42,2007,sertanejo,0.568,0.881,0.0681,0.505,0.0,0.248,0.697,149.888,2000,romantic
Dyll & Glenno,A Culpa É Sua,2,2006,sertanejo,0.487,0.67,0.0403,0.358,0.0,0.324,0.772,78.129,2000,romantic
Chitãozinho & Xororó,Coração Quebrado,33,2010,sertanejo,0.278,0.808,0.24,0.465,0.0,0.983,0.623,197.843,2010,romantic
Maiara & Maraisa,Se Eu Escapar - Ao Vivo,38,2020,sertanejo,0.797,0.665,0.0527,0.572,0.0,0.281,0.921,128.0,2020,romantic
Cleiton E Camargo,Quando um Grande Amor Se Faz,21,2015,sertanejo,0.604,0.695,0.0289,0.204,0.0,0.164,0.331,87.05,2010,romantic
Fred & Gustavo,Qual o segredo - Ao Vivo,11,2011,sertanejo,0.521,0.731,0.0288,0.39,0.0,0.419,0.29,158.129,2010,romantic
Oba Oba Samba House,Use Somebody / Otherside - Ao Vivo,37,2012,sertanejo,0.424,0.761,0.0638,0.237,1.82e-06,0.687,0.467,89.985,2010,romantic
Gino & Geno,Lorota,25,2000,sertanejo,0.788,0.832,0.0307,0.504,0.0,0.109,0.986,133.936,2000,romantic
Bonde do Forró,Banho de Espuma,4,2007,sertanejo,0.769,0.708,0.0279,0.36,0.000182,0.0753,0.663,120.027,2000,romantic
Cristiano Neves,Conta pra Mim,8,2017,sertanejo,0.629,0.713,0.0418,0.423,0.0,0.115,0.662,118.508,2010,romantic
Gustavo Moura & Rafael,A Porra do Amor,49,2023,sertanejo,0.708,0.81,0.0547,0.328,0.0,0.652,0.654,130.105,2020,romantic
Henrique & Diego,Lado A Lado B (feat. George Henrique & Rodrigo),52,2022,sertanejo,0.566,0.873,0.173,0.268,0.0,0.261,0.844,164.923,2020,romantic
Henrique & Diego,Amor de Cerveja - Ao Vivo,28,2019,sertanejo,0.728,0.872,0.0339,0.213,0.0,0.47,0.962,127.952,2010,romantic
Pena Branca,Serenô,0,2007,sertanejo,0.481,0.326,0.0256,0.478,0.00201,0.304,0.386,81.009,2000,romantic
Goiano & Paranaense,Lições de Vida,31,2009,sertanejo,0.746,0.616,0.035,0.41,0.0,0.254,0.864,109.551,2000,romantic
Daniel,Sertanejo de coração (Participação especial de Bruno & Marrone),33,2006,sertanejo,0.655,0.526,0.0279,0.361,0.0,0.125,0.366,108.599,2000,romantic
Leo Chaves,Surra De Flores - Ao Vivo,60,2023,sertanejo,0.421,0.748,0.0483,0.282,0.0,0.682,0.358,96.953,2020,romantic
Michel Teló,Amargurado,34,2014,sertanejo,0.661,0.376,0.026,0.744,0.0,0.126,0.685,90.998,2010,romantic
Sérgio Reis,Meu Legado,1,2008,sertanejo,0.486,0.519,0.0382,0.462,0.0,0.0826,0.51,83.95,2000,romantic
Claude-Michel Schönberg,Les Miserables,17,2021,show-tunes,0.163,0.386,0.0405,0.866,0.92,0.642,0.188,72.007,2020,happy
Lindsay Mendez,Mister Snow,26,2018,show-tunes,0.516,0.248,0.103,0.955,2.02e-06,0.0778,0.431,85.388,2010,happy
Elijah Kelley,Shining Star,4,2008,show-tunes,0.554,0.652,0.365,0.173,0.0,0.136,0.722,204.172,2000,happy
Laura Bell Bundy,Fool Moon,1,2007,show-tunes,0.655,0.558,0.0239,0.208,0.00504,0.126,0.749,91.962,2000,happy
Michaela Schober,"Klagelied (Tränen, ungeweint)",0,2020,show-tunes,0.285,0.622,0.0415,0.49,0.0,0.12,0.247,183.751,2020,happy
Christopher Jackson,Ambient,14,2022,show-tunes,0.55,0.415,0.0585,0.839,0.899,0.0941,0.167,84.882,2020,happy
Betsy Wolfe,"Mama, Let Me In",19,2012,show-tunes,0.313,0.0994,0.0437,0.939,0.0,0.337,0.122,121.033,2010,happy
Rebecca Luker,Not You,0,2013,show-tunes,0.452,0.139,0.0445,0.933,0.0,0.181,0.335,91.154,2010,happy
Raúl Esparza,Jonas's Soliloquy,6,2012,show-tunes,0.34,0.295,0.0419,0.923,0.000118,0.111,0.183,114.029,2010,happy
The Guy Who Didn't Like Musicals Cast,"What Do You Want, Paul?",31,2018,show-tunes,0.63,0.467,0.179,0.66,0.0,0.265,0.472,146.046,2010,happy
Jason Tam,Bring on the Girls,1,2013,show-tunes,0.467,0.126,0.0461,0.914,0.0,0.145,0.312,88.236,2010,happy
Michael Cerveris,Schickelgruber,0,2007,show-tunes,0.854,0.466,0.151,0.771,0.0,0.0888,0.895,125.722,2000,happy
Andrew Lloyd Webber,The Invitation To The Jellicle Ball - Original London Cast Recording / 1981,6,2019,show-tunes,0.292,0.216,0.056,0.577,4.09e-06,0.657,0.425,59.841,2010,happy
Musical Tenors,Maria (from the musical WEST SIDE STORY),4,2011,show-tunes,0.389,0.484,0.0359,0.632,0.0,0.0731,0.233,80.127,2010,happy
Kelsey Grammer,Christmas Together,4,2004,show-tunes,0.315,0.176,0.0342,0.82,5.27e-06,0.16,0.149,104.324,2000,happy
Andrew Lloyd Webber,Everything's Alright,18,2001,show-tunes,0.438,0.256,0.0694,0.655,0.0,0.494,0.515,116.522,2000,happy
Catherine Zeta-Jones,"""A virgin"" - Act One",7,2010,show-tunes,0.569,0.0608,0.585,0.372,2.13e-05,0.31,0.359,91.498,2010,happy
Wietske van Tongeren,Und das und das und das,14,2007,show-tunes,0.508,0.384,0.067,0.882,0.0,0.189,0.458,69.463,2000,happy
Original Cast Vienna,"Der Weg in die Zukunft (Live) (From ""Rudolf - Affaire Mayerling"") - From ""Rudolf - Affaire Mayerling""",9,2011,show-tunes,0.379,0.878,0.128,0.303,0.0,0.991,0.409,93.954,2010,happy
Audra McDonald,Bambalele,1,2002,show-tunes,0.501,0.244,0.0514,0.954,1e-06,0.157,0.734,151.425,2000,happy
Stephen Sondheim,Sunday,4,2021,show-tunes,0.276,0.248,0.0353,0.823,0.000136,0.189,0.267,71.281,2020,happy
Sabrina Weckerlin,Das Ganze ist mehr,5,2018,show-tunes,0.252,0.218,0.0383,0.43,0.111,0.125,0.0683,76.375,2010,happy
Claude-Michel Schönberg,Endors toi ma jolie France,1,2014,show-tunes,0.293,0.12,0.0339,0.884,0.0919,0.115,0.0384,119.825,2010,happy
Andrew Lloyd Webber,Unfair,26,2021,show-tunes,0.719,0.292,0.675,0.578,0.0,0.127,0.559,127.013,2020,happy
Christine Ebersole,You Were There,0,2010,show-tunes,0.338,0.115,0.0589,0.984,1.52e-06,0.0829,0.197,174.96,2010,happy
Kate Baldwin,Two Men in My Life,28,2014,show-tunes,0.365,0.325,0.0513,0.912,0.0,0.1,0.336,76.996,2010,happy
Andrew Lloyd Webber,"Cats, Midnight (Arr. Yurij Yakushev)",0,2014,show-tunes,0.153,0.677,0.0393,0.724,0.0,0.345,0.243,182.845,2010,happy
Thomas Hohler,Zart,3,2008,show-tunes,0.465,0.219,0.0308,0.783,0.0,0.127,0.0899,106.283,2000,happy
Anthony Ramos,One More Time,46,2020,show-tunes,0.701,0.55,0.125,0.0233,0.0,0.0968,0.309,130.977,2020,happy
Andreas Lichtenberger,"Genug, genug",1,2017,show-tunes,0.616,0.763,0.395,0.461,0.0,0.708,0.665,111.76,2010,happy
Jillian Rossi,So What,54,2020,singer-songwriter,0.578,0.344,0.0316,0.509,0.0,0.116,0.0784,139.663,2020,peaceful
Cat Power,Crossbones Style,6,2007,singer-songwriter,0.502,0.636,0.0425,0.772,0.0489,0.113,0.319,111.182,2000,peaceful
Björk,Earth Intruders - Lexx Remix,7,2009,singer-songwriter,0.655,0.475,0.212,0.0939,0.402,0.0747,0.244,125.014,2000,peaceful
Wang Feng,生來孤獨,12,2002,singer-songwriter,0.653,0.613,0.0278,0.0158,3.06e-05,0.109,0.554,119.983,2000,peaceful
Van Morrison,Madame George - Live,18,2009,singer-songwriter,0.35,0.382,0.0367,0.703,0.00604,0.985,0.574,137.193,2000,peaceful
Hikaru Utada,ぼくはくま,27,2006,singer-songwriter,0.673,0.311,0.0305,0.928,0.244,0.11,0.612,113.814,2000,peaceful
Jessie Grace,"King of Villains, Pt. 2",19,2011,singer-songwriter,0.237,0.612,0.0307,0.15,0.000147,0.151,0.0789,76.968,2010,peaceful
James Taylor,You've Got a Friend - 2019 Remaster,19,2019,singer-songwriter,0.689,0.2,0.0309,0.795,0.0327,0.0893,0.478,91.787,2010,peaceful
Essie Jain,"O, I Love You",52,2011,singer-songwriter,0.433,0.0542,0.0386,0.967,0.932,0.107,0.276,102.229,2010,peaceful
Willie Nelson,Joy to the World,8,2012,singer-songwriter,0.404,0.324,0.0275,0.869,0.000441,0.113,0.366,85.535,2010,peaceful
Rasmus Hagen,Learn to Love - Stripped,41,2021,singer-songwriter,0.655,0.417,0.0309,0.21,2.26e-06,0.49,0.236,107.937,2020,peaceful
Della Mae,To Ohio,16,2015,singer-songwriter,0.377,0.565,0.0314,0.401,2.41e-05,0.129,0.46,147.633,2010,peaceful
John Prine,Carousel of Love,7,2005,singer-songwriter,0.469,0.391,0.0268,0.753,0.000216,0.111,0.827,150.416,2000,peaceful
Jewel,Sammy the Spider,23,2011,singer-songwriter,0.775,0.669,0.03,0.594,1.89e-06,0.064,0.698,115.045,2010,peaceful
Bruce Springsteen,We Are Alive,27,2012,singer-songwriter,0.608,0.551,0.0313,0.202,5.86e-05,0.177,0.557,122.016,2010,peaceful
Shugo Tokumaru,The Mop,11,2004,singer-songwriter,0.541,0.602,0.0291,0.743,0.955,0.0949,0.833,114.899,2000,peaceful
Jeanette Biedermann,So Deep Inside - Remastered,5,2002,singer-songwriter,0.445,0.531,0.0305,0.237,0.0,0.217,0.136,127.791,2000,peaceful
Cheer Chen,華麗的冒險 (Live 版),10,2007,singer-songwriter,0.253,0.439,0.0381,0.832,0.00314,0.96,0.0945,81.834,2000,peaceful
唐漢霄,无名之辈,35,2019,singer-songwriter,0.352,0.706,0.0453,0.294,0.0,0.136,0.257,169.882,2010,peaceful
Leonard Cohen,Morning Glory,18,2004,singer-songwriter,0.598,0.209,0.0312,0.728,0.28,0.0955,0.0936,73.026,2000,peaceful
R-chord,過來人,25,2009,singer-songwriter,0.511,0.669,0.045,0.253,0.0,0.153,0.615,160.001,2000,peaceful
Paolo Nutini,Jenny Don't Be Hasty,59,2007,singer-songwriter,0.764,0.816,0.0338,0.00362,0.0,0.136,0.894,120.456,2000,peaceful
Monica Heldal,Follow You Anywhere,20,2013,singer-songwriter,0.465,0.424,0.0248,0.755,0.101,0.104,0.223,88.707,2010,peaceful
Richie Havens,Tombstone Blues,22,2007,singer-songwriter,0.523,0.867,0.114,0.474,0.000696,0.103,0.734,121.431,2000,peaceful
Linda Ronstadt,Miss Otis Regrets,13,2004,singer-songwriter,0.332,0.122,0.0386,0.759,0.0,0.121,0.186,170.84,2000,peaceful
UA,悲しみジョニー,29,2003,singer-songwriter,0.511,0.715,0.0288,0.516,9.37e-05,0.106,0.582,171.681,2000,peaceful
Neil Diamond,Man Of God,14,2005,singer-songwriter,0.508,0.328,0.034,0.889,8.71e-05,0.104,0.348,100.827,2000,peaceful
Willie Nelson,I'm Sittin' on Top of the World,7,2009,singer-songwriter,0.588,0.379,0.0424,0.749,0.0488,0.181,0.472,81.8,2000,peaceful
Zach Hood,13 Missed Calls,59,2021,singer-songwriter,0.639,0.724,0.0664,0.452,0.0,0.159,0.522,129.712,2020,peaceful
Daniel Norgren,I'm a Welder,24,2013,singer-songwriter,0.572,0.509,0.0349,0.182,2.04e-05,0.0772,0.32,117.019,2010,peaceful
La Perra Que Los Parió,Todos Lo Sabemos,8,2010,ska,0.605,0.56,0.0297,0.495,0.0,0.114,0.601,87.961,2010,peaceful
Western Addiction,Frail Bray,9,2020,ska,0.383,0.951,0.106,0.00184,0.000669,0.137,0.461,116.464,2020,peaceful
Strike Anywhere,Til Days Shall Be No More,12,2003,ska,0.327,0.948,0.129,0.000496,0.0,0.34,0.288,95.239,2000,peaceful
Los Cafres,Al Sol,17,2004,ska,0.602,0.729,0.0456,0.39,0.0,0.272,0.933,165.733,2000,peaceful
Circle Jerks,Wild in the Streets - Remastered 2021,12,2022,ska,0.454,0.994,0.0368,0.00107,0.0,0.3,0.383,103.681,2020,peaceful
Maldita Vecindad Y Los Hijos Del 5to. Patio,Don Palabras - En Concierto Vive Latino,15,2014,ska,0.421,0.973,0.148,0.041,0.0,0.43,0.649,138.293,2010,peaceful
MxPx,Pxpx,6,2002,ska,0.146,0.948,0.0977,0.000118,0.000499,0.104,0.353,189.886,2000,peaceful
Hub City Stompers,Skins Don't Cry,11,2007,ska,0.635,0.909,0.0369,0.00302,0.00206,0.0471,0.966,94.682,2000,peaceful
The Vandals,The Legend Of Pat Brown,6,2001,ska,0.607,0.81,0.0502,0.00374,0.00072,0.178,0.608,107.06,2000,peaceful
La Mosca Tse-Tse,Matame,23,2003,ska,0.491,0.833,0.0713,0.0205,0.0,0.282,0.795,169.035,2000,peaceful
The Last Slice,Clones,3,2012,ska,0.655,0.942,0.0462,0.0148,0.0,0.0995,0.914,159.987,2010,peaceful
Toots & The Maytals,Water Melon,9,2020,ska,0.761,0.635,0.0642,0.774,2.89e-05,0.3,0.955,80.641,2020,peaceful
Perikles,Titta vad katten släpat in,12,2021,ska,0.574,0.925,0.0329,0.00102,0.0,0.264,0.88,129.927,2020,peaceful
Bite Me Bambi,Police & Thieves,6,2022,ska,0.701,0.782,0.139,0.182,0.0,0.631,0.728,153.11,2020,peaceful
General Knas,Vi eller ingen,10,2020,ska,0.772,0.53,0.093,0.101,8.41e-05,0.0832,0.351,109.97,2020,peaceful
Time Again,Cold Concrete (naked),6,2009,ska,0.51,0.512,0.0317,0.706,6.37e-06,0.159,0.691,151.827,2000,peaceful
Suburban Legends,Kiss the Girl,22,2013,ska,0.517,0.888,0.0677,0.0438,0.0,0.125,0.714,158.049,2010,peaceful
World / Inferno Friendship Society,Jeffrey Lee,6,2000,ska,0.507,0.748,0.0516,0.00375,3.06e-05,0.324,0.586,93.401,2000,peaceful
Millencolin,Nosepicker,18,2001,ska,0.333,0.929,0.117,0.00013,3.39e-06,0.0813,0.508,100.793,2000,peaceful
La Banda Skalavera,Move On,5,2017,ska,0.675,0.537,0.0339,0.043,5.95e-06,0.296,0.708,79.566,2010,peaceful
Infames Ska,Y No Te Encontré,23,2014,ska,0.452,0.968,0.11,0.111,0.322,0.0999,0.512,90.745,2010,peaceful
Youth Brigade,Not Gonna Take It,7,2022,ska,0.358,0.882,0.102,0.0156,0.0331,0.602,0.657,151.48,2020,peaceful
Hub City Stompers,Hub City Stomp,13,2018,ska,0.715,0.865,0.0391,0.00393,0.0118,0.0984,0.889,100.97,2010,peaceful
Los Auténticos Decadentes,Un Osito de Peluche de Taiwán (feat. Fernando Ruiz Díaz) - Vivo en el Palacio de los Deportes,43,2012,ska,0.364,0.873,0.0455,0.174,0.0,0.939,0.235,98.146,2010,peaceful
Inspecter 7,They Say,12,2013,ska,0.667,0.8,0.0342,0.00106,0.0031,0.387,0.75,147.951,2010,peaceful
The SKAMOTTS,LOVELY,18,2022,ska,0.665,0.818,0.0304,0.00639,0.953,0.208,0.826,119.963,2020,peaceful
Inspector,Sombras En El Frio,31,2002,ska,0.625,0.836,0.0589,0.0545,0.0,0.124,0.694,109.706,2000,peaceful
The Suicide Machines,"You're a Mean One, Mr. Grinch",12,2015,ska,0.354,0.969,0.267,0.0359,0.0,0.245,0.398,144.004,2010,peaceful
Authority Zero,Back from the Dead,10,2018,ska,0.346,0.978,0.0461,2.4e-05,0.00833,0.0935,0.893,99.891,2010,peaceful
Anti-Flag,Unbreakable,16,2019,ska,0.429,0.98,0.096,0.000124,0.0,0.131,0.546,165.971,2010,peaceful
Perry Rotwein,Island Birds At Dawn,0,2007,sleep,0.203,0.058,0.0471,0.235,0.863,0.0876,0.0365,133.57,2000,chill
Nature Sounds,Relaxed Morning Jungle Background,12,2012,sleep,0.27,0.894,0.176,0.171,0.901,0.724,0.0227,110.971,2010,chill
Penny Layn,Alteration For Life,40,2020,sleep,0.227,0.00664,0.0347,0.996,0.891,0.171,0.138,72.391,2020,chill
Sleep Miracle,Cleansing Aura Brown Noise Relax,26,2022,sleep,0.21,0.0496,0.0408,0.0161,0.283,0.114,0.431,96.394,2020,chill
Ocean Sounds,Dog Sleep,33,2019,sleep,0.0,0.236,0.0,0.871,0.976,0.937,0.0,0.0,2010,chill
Traditional,Frieden auf Erden,0,2002,sleep,0.221,0.236,0.0343,0.882,0.00577,0.0809,0.227,84.093,2000,chill
Traditional,Feko Sedih,0,2000,sleep,0.309,0.121,0.0492,0.965,0.575,0.555,0.231,96.421,2000,chill
Nature Sounds,Rainstorm On the Ocean,5,2011,sleep,0.107,0.982,0.0493,0.925,0.964,0.633,1e-05,67.18,2010,chill
Pearl Melendez,Lejano,53,2022,sleep,0.0924,0.00378,0.0428,0.989,0.892,0.101,0.047,86.294,2020,chill
Rain Fruits Sounds,"Loopable Soft Rainfall for Sleep, Pt. 28",29,2022,sleep,0.237,1.0,0.0616,0.245,0.535,0.943,1e-05,75.874,2020,chill
Baby Sleep Music,Baby Lullabies,31,2018,sleep,0.191,0.00272,0.0353,0.995,0.938,0.108,0.0455,74.232,2010,chill
Zarobi,Spirit of Stars,0,2023,sleep,0.15,0.0051,0.0436,0.864,0.94,0.111,0.0395,100.683,2020,chill
Native American Flute,Cricket's Call for Sleep - Flute & Crickets Combine for a Lullaby,20,2012,sleep,0.167,0.0436,0.0399,0.977,0.339,0.16,0.037,73.184,2010,chill
Nature Sound Collection,Heavy Rain at the Lake with Rain Splashing on the Dock,3,2007,sleep,0.17,0.999,0.054,0.494,0.87,0.618,1e-05,118.276,2000,chill
Sounds Of Nature,Comforting Night Rain,26,2014,sleep,0.166,0.618,0.16,0.0234,0.405,0.441,0.0309,78.346,2010,chill
White Noise for Babies,Table Fan - Loopable With No Fade (feat. Fan Sounds),32,2017,sleep,0.0,0.000257,0.0,0.977,0.949,0.0995,0.0,0.0,2010,chill
Ocean Sounds,White Noise Ocean,28,2019,sleep,0.163,0.368,0.0475,0.545,0.971,0.412,0.0111,88.073,2010,chill
White Noise Babies,"Vaccum Cleaner Noise, Pt. 11",46,2020,sleep,0.16,0.0337,0.0489,0.448,0.981,0.262,0.0277,92.33,2020,chill
Sleep Music Lullabies,Deep Sleep,16,2011,sleep,0.243,0.143,0.0352,0.977,0.839,0.401,0.0514,53.76,2010,chill
Twinkle Twinkle Little Rock Star,Theme From Back To The Future (Back To The Future Overture),19,2011,sleep,0.481,0.119,0.0314,0.925,0.908,0.138,0.202,140.043,2010,chill
Robbins Island Music Group,In the Heart of Everyone (Solo Piano),4,2013,sleep,0.313,0.0541,0.0513,0.985,0.895,0.0915,0.0672,182.052,2010,chill
Traditional,Past Three A-Clock - 1993 Remastered Version,0,2007,sleep,0.353,0.217,0.0404,0.992,0.00522,0.294,0.389,77.786,2000,chill
Traditional,Puer natus in Bethleem,0,2007,sleep,0.226,0.146,0.0454,0.995,0.000131,0.078,0.227,135.946,2000,chill
Traditional,Tuvan Throat Singing,1,2007,sleep,0.357,0.0321,0.0592,0.769,0.549,0.0811,0.0405,128.062,2000,chill
Binaural Beats,Binaural Beats Brain Entrainment,25,2018,sleep,0.152,0.00382,0.0496,0.985,0.873,0.0728,0.0363,136.406,2010,chill
Music For Absolute Sleep,Easy Sleep Music,9,2011,sleep,0.324,0.175,0.045,0.992,0.849,0.122,0.169,65.129,2010,chill
Dax Wolf,Glauben,57,2021,sleep,0.0862,0.067,0.0456,0.92,0.966,0.108,0.0367,167.199,2020,chill
Traditional,Maria durch ein Dornwald ging,0,2004,sleep,0.178,0.217,0.0413,0.975,0.107,0.104,0.0388,68.104,2000,chill
Soothe My Soul,Departure,56,2022,sleep,0.126,0.00273,0.0535,0.97,0.906,0.083,0.0342,98.82,2020,chill
Meditation Music Zone,Insight Timer,33,2020,sleep,0.151,0.0239,0.0536,0.981,0.927,0.103,0.0389,69.79,2020,chill
k.d. lang,Pullin' Back the Reins - Live,5,2001,songwriter,0.295,0.42,0.0343,0.41,1e-05,0.597,0.1,181.222,2000,chill
Jeff Buckley,What Will You Say (feat. Alim Qasimov) - Live at Classic Festival,11,2001,songwriter,0.366,0.121,0.0406,0.725,0.0101,0.547,0.0708,103.848,2000,chill
Jackie Leven,Friendship Between Men & Women,5,2001,songwriter,0.745,0.419,0.0412,0.04,0.054,0.0972,0.546,102.839,2000,chill
John Mellencamp,Women Seem,10,2001,songwriter,0.603,0.794,0.0301,0.183,0.00341,0.321,0.643,117.624,2000,chill
Leonard Cohen,Bird on the Wire - Live,13,2001,songwriter,0.47,0.307,0.0385,0.872,0.0114,0.71,0.139,117.337,2000,chill
Kohmi Hirose,いとしのエリー,23,2001,songwriter,0.654,0.654,0.0464,0.201,0.00066,0.067,0.379,80.124,2000,chill
Yusuf / Cat Stevens,Here Comes My Baby - Stereo Version,10,2001,songwriter,0.417,0.484,0.033,0.245,1.89e-06,0.384,0.887,88.183,2000,chill
Emmylou Harris,To Know Him Is to Love Him (with Dolly Parton & Linda Ronstadt),15,2001,songwriter,0.344,0.246,0.0335,0.75,0.000354,0.0912,0.329,174.515,2000,chill
Nanci Griffith,Outbound Plane,4,2001,songwriter,0.682,0.718,0.0497,0.115,5.46e-06,0.34,0.703,128.265,2000,chill
Neil Finn,Weather With You - Live,17,2001,songwriter,0.557,0.882,0.053,0.0293,1.52e-05,0.975,0.693,98.189,2000,chill
Nanci Griffith,Lost Him in the Sun,4,2001,songwriter,0.569,0.795,0.0318,0.00593,0.00247,0.107,0.713,129.692,2000,chill
Corrinne May,Fly Away,25,2001,songwriter,0.359,0.0863,0.0307,0.919,0.0,0.263,0.157,83.768,2000,chill
Neil Diamond,Midnight Dream,8,2001,songwriter,0.568,0.521,0.0259,0.118,2.74e-05,0.105,0.326,113.192,2000,chill
Tanya Chua,默契,12,2001,songwriter,0.675,0.505,0.0261,0.269,0.0,0.0931,0.395,102.914,2000,chill
