artist,title,popularity,year,genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_decade,mood
Destroy The Runner,Saints,28,2006,hardcore,0.143,0.928,0.0403,0.000198,0.000561,0.098,0.191,90.918,2000,intense
Jack Of Sound,Starlight - Edit,1,2014,hardstyle,0.518,0.989,0.102,0.245,0.023,0.348,0.143,150.016,2010,chill
Dr Phunk,Firebomb,34,2021,hardstyle,0.504,0.813,0.0585,0.00251,4.56e-06,0.0763,0.0887,159.979,2020,chill
Dr Rude,SNPR (2018 Refixx),19,2018,hardstyle,0.282,0.964,0.0449,0.0134,0.000153,0.0773,0.404,142.504,2010,chill
A-Lusion,The Final Act - Original Mix,0,2014,hardstyle,0.544,0.979,0.132,0.0159,3.13e-06,0.139,0.089,150.015,2010,chill
Geck-O,The Hard Way,10,2010,hardstyle,0.514,0.957,0.0846,0.00134,0.0814,0.358,0.243,148.006,2010,chill
Da Tweekaz,Music Is My Drug - Radio Version,15,2014,hardstyle,0.541,0.974,0.058,0.0443,0.023,0.438,0.386,150.073,2010,chill
Activator,On the Beach - Medley Children,5,2012,hardstyle,0.642,0.919,0.131,0.000683,0.744,0.0558,0.131,149.985,2010,chill
Sickmode,AUDIO DAMAGE,38,2020,hardstyle,0.71,0.966,0.335,0.0228,0.000255,0.301,0.259,159.994,2020,chill
Lostbot,For the Deceased,13,2020,hardstyle,0.211,0.624,0.0408,0.0101,0.63,0.297,0.0381,112.433,2020,chill
Geck-O,Full Force - Force Mix,0,2009,hardstyle,0.694,0.989,0.166,0.00242,0.704,0.354,0.398,147.964,2000,chill
SICK LEGEND,STARSHIPS HARDSTYLE,48,2022,hardstyle,0.553,0.84,0.0397,0.0342,0.0566,0.111,0.165,175.073,2020,chill
B-Front,Mysterias - Radio Edit,6,2012,hardstyle,0.353,0.746,0.0337,0.261,0.581,0.326,0.039,149.989,2010,chill
Digital Punk,The Last Remaining Light (Clockartz Remix),2,2016,hardstyle,0.446,0.989,0.111,0.0352,0.0287,0.43,0.0861,150.009,2010,chill
Max Enforcer,Loudness,0,2012,hardstyle,0.579,0.981,0.127,0.00526,0.731,0.0734,0.12,150.018,2010,chill
Coone,Sniper,32,2016,hardstyle,0.453,0.958,0.0731,0.0127,2.35e-06,0.0707,0.37,75.195,2010,chill
Szeukers,Plantsoenbeheer,8,2020,hardstyle,0.549,0.848,0.166,0.065,0.00137,0.183,0.668,154.969,2020,chill
Wasted Penguinz,Euphoria,32,2018,hardstyle,0.448,0.902,0.0453,0.106,0.00964,0.0915,0.212,75.092,2010,chill
Headhunterz,Left Some Answerz - Original Mix,7,2006,hardstyle,0.678,0.815,0.159,0.0011,0.808,0.0386,0.161,144.017,2000,chill
Toneshifterz,Let Go (Album Edit),8,2018,hardstyle,0.553,0.954,0.0631,0.0107,0.000806,0.589,0.413,149.974,2010,chill
Chain Reaction,Like A Boss - Original,2,2013,hardstyle,0.584,0.934,0.178,0.0138,0.000345,0.835,0.393,75.003,2010,chill
Xense,Doom,27,2023,hardstyle,0.529,0.868,0.238,0.00889,0.076,0.355,0.135,155.091,2020,chill
DJ Isaac,Focus - Derb Remix,1,2004,hardstyle,0.647,0.692,0.0755,0.0283,0.673,0.151,0.153,142.988,2000,chill
Broken Element,Through Our Veins,25,2019,hardstyle,0.475,0.846,0.062,0.0143,0.0,0.1,0.558,149.964,2010,chill
ANIZYZ,Heaven,43,2022,hardstyle,0.427,0.965,0.0529,0.00188,0.586,0.109,0.126,155.006,2020,chill
Atmozfears,The Next Life - Extended,1,2014,hardstyle,0.322,0.975,0.0958,0.00352,0.516,0.107,0.409,112.476,2010,chill
Art Frequency,Deep Within - Radio Edit,24,2017,hardstyle,0.475,0.904,0.0425,0.000492,0.0324,0.0739,0.374,149.987,2010,chill
Mqx,BAD4US - Sped Up Radio Edit,25,2023,hardstyle,0.184,0.754,0.0611,0.00274,0.0,0.113,0.0394,172.264,2020,chill
Zany,Fruxaq - Original Mix,1,2010,hardstyle,0.681,0.803,0.125,0.113,0.684,0.0609,0.334,149.988,2010,chill
Adaro,Raggamuffin - MYST remix Radio Edit,3,2017,hardstyle,0.489,0.967,0.326,0.0894,0.02,0.34,0.148,154.97,2010,chill
Zany,Sky High - Original Edit,4,2003,hardstyle,0.841,0.86,0.379,0.0165,0.135,0.062,0.0905,140.016,2000,chill
Magnus Karlsson’s Free Fall,All the Way to the Stars (feat. Mike Anderson),11,2020,heavy-metal,0.364,0.931,0.0718,3.83e-05,0.00394,0.325,0.404,160.099,2020,chill
Stormage,The Betrayal,0,2007,heavy-metal,0.452,0.988,0.168,0.000297,0.042,0.0379,0.122,146.0,2000,chill
Leverage,Gone,5,2006,heavy-metal,0.389,0.634,0.0295,0.00393,5.51e-05,0.164,0.202,74.988,2000,chill
SAMSARA,RETRIBUTIVE JUSTICE,0,2017,heavy-metal,0.52,0.649,0.0298,0.000245,0.88,0.0808,0.502,93.956,2010,chill
Ningen Isu,どだればち,7,2018,heavy-metal,0.226,0.887,0.0725,0.00062,0.0152,0.319,0.471,167.714,2010,chill
H.E. DEMON KAKKA,翼の折れた天使,9,2007,heavy-metal,0.595,0.884,0.0293,0.019,0.0,0.116,0.365,125.984,2000,chill
COCOBAT,Skimen,1,2002,heavy-metal,0.278,0.937,0.24,0.000967,0.229,0.353,0.559,86.861,2000,chill
Rainbows Are Free,Bloodcano,3,2008,heavy-metal,0.199,0.935,0.0632,0.00766,0.00158,0.0965,0.226,133.713,2000,chill
Prellude,Little Girl,0,2010,heavy-metal,0.242,0.721,0.0482,5e-05,0.000894,0.135,0.35,174.404,2010,chill
Sаботаж,Еще не поздно...,0,2009,heavy-metal,0.54,0.864,0.0392,9.68e-05,0.411,0.183,0.562,79.986,2000,chill
Aria,Вампир,17,2001,heavy-metal,0.582,0.634,0.0258,0.0512,0.00221,0.203,0.434,106.278,2000,chill
Seikima-II,聖飢魔II ミサ曲 第II番「創世紀」(地獄の再審請求 -LIVE BLACK MASS武道館- ※2月19日脳育),6,2016,heavy-metal,0.27,0.77,0.0539,0.000173,0.533,0.144,0.471,129.379,2010,chill
Август,Шестое чувство,0,2016,heavy-metal,0.653,0.75,0.0284,0.235,0.00518,0.0538,0.856,144.893,2010,chill
Die Apokalyptischen Reiter,Wir reiten,18,2011,heavy-metal,0.596,0.663,0.0327,0.0105,0.0,0.139,0.0909,128.092,2010,chill
Malon,Fábula de la Avestruz y el Jabalí,25,2019,heavy-metal,0.28,0.977,0.165,4.08e-05,0.00387,0.605,0.453,151.075,2010,chill
H.E. DEMON KAKKA,GEISHA FUJIYAMA SAMURAI,0,2003,heavy-metal,0.255,0.768,0.042,0.127,0.438,0.0556,0.108,150.042,2000,chill
Henceforth Brasil,Higher Ground,0,2005,heavy-metal,0.405,0.813,0.0412,0.00268,0.49,0.178,0.535,145.937,2000,chill
VOWWOW,FEEL ALRIGHT,4,2011,heavy-metal,0.209,0.953,0.138,2.71e-05,0.000124,0.211,0.205,133.316,2010,chill
Isäntä meidän,Raunioiden kuningas,0,2009,heavy-metal,0.523,0.963,0.129,0.0303,0.213,0.0662,0.318,128.009,2000,chill
Wolf,Midnight Hour,5,2020,heavy-metal,0.442,0.865,0.032,1.75e-05,0.00621,0.375,0.63,157.994,2020,chill
Midnight Bullet,Desire of Pain,0,2012,heavy-metal,0.495,0.945,0.0762,6.07e-06,0.296,0.0607,0.498,154.956,2010,chill
Feline Melinda,Living In Europe,0,2004,heavy-metal,0.312,0.856,0.0594,0.00917,0.0781,0.985,0.377,105.995,2000,chill
Battle Beast,Far from Heaven,28,2017,heavy-metal,0.481,0.653,0.0281,0.0048,0.0,0.254,0.298,135.979,2010,chill
Screamer,Rising,4,2012,heavy-metal,0.491,0.901,0.052,0.000905,0.0,0.264,0.479,101.409,2010,chill
STEELPREACHER,Atlantean dawn - Ballad version,0,2015,heavy-metal,0.446,0.691,0.0328,0.187,0.0,0.126,0.124,61.468,2010,chill
Mastifal,Gestando el veneno,8,2005,heavy-metal,0.499,0.952,0.0595,4.44e-05,0.000168,0.0486,0.344,170.013,2000,chill
Screamer,Far Away from Home,4,2013,heavy-metal,0.388,0.941,0.0548,0.00409,3.08e-05,0.329,0.549,175.032,2010,chill
Dream Evil,The End,18,2003,heavy-metal,0.451,0.656,0.0441,0.000741,0.00097,0.115,0.279,125.85,2000,chill
Seikima-II,OVERTURE 〜WINNER!〜,18,2013,heavy-metal,0.476,0.853,0.0512,0.075,0.0,0.268,0.354,125.875,2010,chill
SadDoLLs,Hopes,0,2009,heavy-metal,0.504,0.856,0.0388,0.018,0.787,0.327,0.471,139.99,2000,chill
Gorillaz,Kids with Guns,65,2005,hip-hop,0.838,0.475,0.036,0.000417,0.714,0.226,0.711,106.217,2000,moody
Free Party,Sandbox,52,2022,hip-hop,0.562,0.508,0.303,0.175,0.000666,0.167,0.37,122.014,2020,moody
Lil Wayne,Gangsta And Pimps,25,2002,hip-hop,0.793,0.539,0.264,0.0166,0.0,0.321,0.657,91.835,2000,moody
Eminem,**** You,23,2000,hip-hop,0.874,0.61,0.357,0.144,5.36e-05,0.283,0.68,106.894,2000,moody
Young Dolph,Sunshine,53,2020,hip-hop,0.823,0.51,0.126,0.00618,0.0,0.103,0.267,143.97,2020,moody
Future,WORST DAY,60,2022,hip-hop,0.894,0.483,0.259,0.0146,0.0,0.0972,0.498,88.508,2020,moody
Juicy J,For Everybody (feat. Wiz Khalifa & R. City),45,2015,hip-hop,0.977,0.334,0.121,0.272,0.0,0.109,0.137,119.982,2010,moody
Wale,"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)",42,2012,hip-hop,0.536,0.56,0.26,0.0379,0.0,0.114,0.279,139.91,2010,moody
Cordae,Have Mercy,59,2019,hip-hop,0.794,0.44,0.131,0.0806,0.0,0.198,0.276,138.024,2010,moody
YG,FDT,44,2016,hip-hop,0.808,0.51,0.562,0.172,0.0,0.259,0.141,96.628,2010,moody
"50 Cent, DJ Whoo Kid",Niggas,42,2006,hip-hop,0.826,0.585,0.449,0.628,0.0,0.0895,0.945,95.686,2000,moody
Jeezy,SupaFreak,42,2011,hip-hop,0.764,0.619,0.108,0.00109,0.0,0.105,0.353,140.08,2010,moody
Bone Crusher,Never Scared (feat. Jadakiss & Busta Rhymes) - The Takeover Remix (No Cam'ron),23,2003,hip-hop,0.619,0.903,0.0697,0.00614,0.00102,0.186,0.563,72.992,2000,moody
Rio Da Yung Og,What Do Rio Mean / Definition Of Rio,46,2021,hip-hop,0.69,0.66,0.43,0.31,0.0,0.557,0.29,102.143,2020,moody
El-P,Time Won't Tell,35,2010,hip-hop,0.439,0.798,0.0431,0.00795,0.958,0.426,0.153,174.106,2010,moody
Zelooperz,JayJay-Z,50,2019,hip-hop,0.615,0.702,0.354,0.0146,1.58e-05,0.319,0.735,154.215,2010,moody
6LACK,Luving U,57,2016,hip-hop,0.723,0.471,0.122,0.0886,0.000881,0.112,0.135,121.962,2010,moody
Clyde Carson,Slow Down,49,2012,hip-hop,0.813,0.523,0.0658,0.0995,2.08e-06,0.273,0.158,101.068,2010,moody
Dizzy Wright,Can't Trust'em,34,2012,hip-hop,0.755,0.651,0.162,0.102,0.0,0.626,0.332,139.971,2010,moody
Lupe Fiasco,The Show Goes On,68,2011,hip-hop,0.591,0.889,0.115,0.0189,0.0,0.155,0.65,143.067,2010,moody
Eminem,Steve Berman,47,2000,hip-hop,0.663,0.626,0.639,0.578,0.0,0.469,0.837,148.087,2000,moody
Arcángel,Pienso En Ti,44,2008,hip-hop,0.635,0.689,0.191,0.0375,1.47e-05,0.395,0.855,85.032,2000,moody
Meek Mill,Won't Stop,29,2011,hip-hop,0.513,0.87,0.297,0.00128,0.0,0.165,0.525,78.461,2010,moody
$uicideboy$,BREAKDALAW2k16,56,2016,hip-hop,0.761,0.684,0.0821,0.00766,0.0,0.117,0.184,87.017,2010,moody
Joey Bada$$,Love Is Only a Feeling,78,2017,hip-hop,0.629,0.676,0.191,0.53,0.000325,0.701,0.497,90.377,2010,moody
Jamie Foxx,Digital Girl,30,2008,hip-hop,0.547,0.555,0.343,0.00774,0.0,0.0839,0.701,213.885,2000,moody
Danny Brown,Tell Me What I Don't Know,44,2016,hip-hop,0.692,0.821,0.201,0.432,0.0,0.134,0.112,110.693,2010,moody
50 Cent,If I Can't - Album Version (Edited),32,2003,hip-hop,0.874,0.606,0.308,0.243,0.0,0.0313,0.846,93.947,2000,moody
La Santa Grifa,Por Mi Zona,60,2020,hip-hop,0.782,0.573,0.125,0.0806,0.0,0.103,0.848,82.557,2020,moody
K CAMP,1Hunnid,53,2014,hip-hop,0.785,0.413,0.151,0.0946,0.0,0.126,0.455,87.529,2010,moody
Cevin Fisher,Check This Out,0,2000,house,0.843,0.908,0.223,6.53e-05,0.908,0.0502,0.0812,126.031,2000,euphoric
Kim Sozzi,Feel Your Love - Radio Edit with Intro,36,2008,house,0.555,0.783,0.0433,0.00624,0.000501,0.359,0.614,129.954,2000,euphoric
Ehrling,High Tide,51,2022,house,0.72,0.939,0.0406,0.0256,0.856,0.0705,0.492,120.008,2020,euphoric
DJ BoBo,One Vision One World - The Official Aida Clubsong,16,2003,house,0.738,0.768,0.0423,0.115,0.0,0.14,0.872,105.002,2000,euphoric
Solarstone,Release - Original Mix,5,2002,house,0.534,0.755,0.0326,0.000127,0.758,0.248,0.322,132.008,2000,euphoric
Screamin Rachael,Fantasy,0,2000,house,0.746,0.521,0.048,0.00118,0.47,0.139,0.941,120.06,2000,euphoric
Eddie Thoneick,Deeper Love - Eddie Thoneick's Big Room Mix,4,2007,house,0.726,0.727,0.0819,0.000399,0.000541,0.0892,0.718,127.998,2000,euphoric
Proyecto Uno,Brinca Extended Mix,9,2006,house,0.837,0.923,0.0419,0.000811,5.37e-05,0.374,0.649,124.723,2000,euphoric
Neon Lights,Not over Yet (D10 Instrumental Mix),5,2004,house,0.577,0.858,0.051,0.000908,0.875,0.108,0.319,140.004,2000,euphoric
The Underdog Project,Summer Jam 2004 - DJ F.R.A.N.K.'s Summermix Radio Edit,29,2004,house,0.786,0.678,0.109,0.401,0.0347,0.0999,0.829,129.997,2000,euphoric
MELON,Rockstar (Dance),59,2023,house,0.618,0.904,0.0356,0.0159,0.168,0.0823,0.421,129.94,2020,euphoric
Alesso,Words (feat. Zara Larsson) [Majestic Remix],51,2022,house,0.745,0.8,0.0342,0.0455,0.000331,0.0774,0.206,124.004,2020,euphoric
Widelife,I Don't Want U - DezroK Radio Mix,22,2002,house,0.676,0.976,0.0728,0.267,0.00284,0.11,0.681,129.996,2000,euphoric
Yolanda Be Cool,Dance and Chant,39,2019,house,0.788,0.864,0.0496,0.000961,0.609,0.103,0.825,123.998,2010,euphoric
Shoby,Fly Me to the Moon,63,2020,house,0.81,0.6,0.0372,0.424,0.0321,0.108,0.139,118.01,2020,euphoric
Sandro Cavazza,Lean On Me,63,2020,house,0.799,0.419,0.174,0.412,0.0,0.203,0.716,156.055,2020,euphoric
Trus'me,Trus'us,13,2007,house,0.839,0.759,0.049,6.44e-05,0.856,0.893,0.294,116.463,2000,euphoric
Way Out West,Mindcircus,22,2001,house,0.526,0.83,0.0449,0.259,0.00156,0.229,0.19,136.008,2000,euphoric
The Real Booty Babes,Meet Her at the Loveparade - Radio Edit,33,2006,house,0.721,0.952,0.0868,0.00151,0.812,0.0672,0.332,137.991,2000,euphoric
Sash!,Multiply Teaser,10,2000,house,0.769,0.969,0.0462,0.0243,0.912,0.0879,0.385,134.007,2000,euphoric
Richard Grey,Overdrive,0,2000,house,0.775,0.827,0.095,0.0112,0.764,0.504,0.448,125.988,2000,euphoric
Tekkla,Voyages,44,2017,house,0.75,0.698,0.0344,0.0031,0.838,0.0937,0.717,120.002,2010,euphoric
Trilucid,One Day At A Time,54,2021,house,0.684,0.859,0.0346,0.084,0.872,0.173,0.314,123.016,2020,euphoric
Whigfield,Every Single Day & Night,10,2002,house,0.856,0.807,0.0473,0.416,0.00112,0.173,0.819,129.936,2000,euphoric
GAIA,Saint Vitus,45,2017,house,0.648,0.984,0.0452,0.0053,0.825,0.151,0.332,135.996,2010,euphoric
Stromae,Alors On Danse - DubDogz Remix,69,2019,house,0.789,0.752,0.164,0.027,2.69e-05,0.613,0.739,122.98,2010,euphoric
Kav Verhouzer,Do This Together,40,2015,house,0.9,0.568,0.0376,0.52,0.00834,0.096,0.37,121.989,2010,euphoric
Masterboy,Feel the heat 2000 - Radio Edit,37,2005,house,0.612,0.984,0.0327,0.000242,0.499,0.0695,0.846,134.997,2000,euphoric
CARSTN,Come Around - Mellowdy Remix,60,2021,house,0.573,0.727,0.0589,0.378,5.4e-05,0.226,0.369,112.07,2020,euphoric
Superfunk,Counterclockwise,8,2000,house,0.821,0.914,0.066,0.000859,0.502,0.153,0.639,126.843,2000,euphoric
Kunnakudi Vaidyanathan,Hari Narayana,0,2004,indian,0.656,0.79,0.0297,0.689,0.156,0.325,0.96,98.444,2000,nostalgic
Mahesh Raghvan,Pibare Rama Rasam,25,2019,indian,0.359,0.637,0.0415,0.385,6.62e-06,0.121,0.141,139.07,2010,nostalgic
Thermal And A Quarter,Origami,0,2012,indian,0.549,0.409,0.0444,0.588,0.205,0.136,0.332,112.517,2010,nostalgic
F8L,Dear Juliet,14,2020,indian,0.765,0.576,0.0498,0.0752,0.0,0.349,0.099,137.152,2020,nostalgic
Kryptos,Shadowmancer,12,2021,indian,0.423,0.892,0.0665,0.0304,0.815,0.063,0.192,127.01,2020,nostalgic
Umer Farooq,Duur,15,2018,indian,0.335,0.332,0.0345,0.556,0.537,0.0886,0.0654,120.031,2010,nostalgic
Dualist Inquiry,Life Forms,6,2019,indian,0.596,0.766,0.0491,0.00164,0.599,0.361,0.62,129.013,2010,nostalgic
Prithvi,Cicada's Lullaby,32,2022,indian,0.609,0.165,0.0349,0.975,0.92,0.0998,0.174,120.99,2020,nostalgic
IndianRaga,Piya Se Naina - Desh Thillana - Tala Adi,18,2020,indian,0.742,0.516,0.0405,0.284,0.0,0.0826,0.48,115.01,2020,nostalgic
Ami Dang,Bopoluchi,5,2019,indian,0.359,0.457,0.0615,0.153,0.599,0.0907,0.0875,79.682,2010,nostalgic
M. S. Sheela,Venkataramanane Baaro,0,2006,indian,0.474,0.497,0.0375,0.81,1.22e-06,0.129,0.57,122.233,2000,nostalgic
Kala Ramnath,Bhairav - Dawn to Dusk,0,2012,indian,0.399,0.665,0.0448,0.852,0.306,0.0557,0.0817,112.706,2010,nostalgic
Nusrat Fateh Ali Khan,Sajana - Dream - Remix,0,2002,indian,0.733,0.391,0.186,0.0443,0.000953,0.185,0.379,91.962,2000,nostalgic
Nookala Chinna Satyanarayana,Vishweshwaraya,0,2008,indian,0.567,0.699,0.106,0.638,1.11e-05,0.126,0.536,95.604,2000,nostalgic
Split,Sonar - Original Mix,0,2014,indian,0.768,0.228,0.0479,0.0465,0.831,0.104,0.0838,140.021,2010,nostalgic
Bhavani Shankar,Jai Ganesh Deva,1,2008,indian,0.638,0.51,0.0309,0.492,0.0218,0.0825,0.531,129.055,2000,nostalgic
Trichur V. Ramachandran,Madhurapuri Kalyani,0,2009,indian,0.4,0.41,0.0628,0.956,6.24e-06,0.225,0.448,151.002,2000,nostalgic
Ajoy Chakrabarty,Aamare Ki Brambhomoyee,0,2002,indian,0.393,0.144,0.0355,0.968,0.0239,0.146,0.479,88.34,2000,nostalgic
Ganesh & Kumaresh,Greeshma,3,2013,indian,0.595,0.305,0.0483,0.901,0.611,0.124,0.0553,104.856,2010,nostalgic
Sikkil Gurucharan,Gandhumu,0,2004,indian,0.647,0.521,0.106,0.909,0.752,0.171,0.811,112.709,2000,nostalgic
Meghdhanush,Kehvu Ghanu,40,2015,indian,0.56,0.314,0.032,0.525,1.48e-05,0.104,0.172,140.044,2010,nostalgic
Ranjani-Gayatri,Abhang,6,2007,indian,0.303,0.492,0.0383,0.766,0.000606,0.174,0.491,97.272,2000,nostalgic
Keylo -G,Kill About,0,2003,indian,0.525,0.816,0.366,0.192,0.0,0.261,0.708,82.703,2000,nostalgic
T. H. Subramaniam,Swaminatha,0,2015,indian,0.479,0.894,0.113,0.558,0.399,0.321,0.577,90.802,2010,nostalgic
Dualist Inquiry,Moongaze,5,2016,indian,0.7,0.787,0.04,0.0415,0.715,0.085,0.588,132.052,2010,nostalgic
Pinkoo Joseph,Rafta Rafta Ho Gaye,2,2013,indian,0.707,0.668,0.0301,0.599,0.857,0.119,0.758,114.954,2010,nostalgic
Sikkil Gurucharan,Kapi Madhuripuna (Astapadi),0,2009,indian,0.437,0.472,0.06,0.869,1.23e-06,0.179,0.682,159.392,2000,nostalgic
Metal in the Microwave,Country Joe,0,2008,indian,0.52,0.515,0.048,0.47,0.0,0.117,0.538,73.464,2000,nostalgic
Rajkumar Bharathi,Surya Stotram,0,2001,indian,0.603,0.33,0.134,0.725,0.0,0.23,0.261,177.11,2000,nostalgic
Begum Akhtar,Ishq Mein Gairat-E-Jazbaat,4,2010,indian,0.392,0.386,0.0366,0.881,0.00273,0.333,0.336,110.628,2010,nostalgic
Owl City,You’re Not Alone,44,2015,indie-pop,0.631,0.63,0.0302,0.057,0.0,0.172,0.366,84.011,2010,moody
YUS,Vees and Exes,33,2014,indie-pop,0.573,0.414,0.0975,0.552,0.212,0.0891,0.556,90.986,2010,moody
John Mark Pantana,By His Stripes,39,2017,indie-pop,0.342,0.358,0.028,0.898,0.078,0.122,0.139,101.268,2010,moody
Ryan Caraveo,Ghost,62,2018,indie-pop,0.75,0.637,0.0673,0.303,0.0042,0.0621,0.33,139.983,2010,moody
HAIM,Honey & I,37,2013,indie-pop,0.436,0.809,0.053,0.0937,0.00289,0.179,0.761,159.596,2010,moody
of Montreal,True Friends Don't Want to Do Things Like That,5,2000,indie-pop,0.314,0.375,0.0359,0.295,0.742,0.146,0.177,125.986,2000,moody
Will Wood,I / Me / Myself,64,2020,indie-pop,0.48,0.954,0.0584,0.165,5.14e-06,0.807,0.762,172.016,2020,moody
Azure Ray,Sleep,38,2001,indie-pop,0.543,0.432,0.0268,0.962,0.94,0.192,0.385,103.914,2000,moody
Shwayze,Corona And Lime,51,2008,indie-pop,0.862,0.763,0.0764,0.17,0.0,0.151,0.893,99.998,2000,moody
Vampire Weekend,Everlasting Arms,42,2013,indie-pop,0.677,0.704,0.206,0.438,0.00454,0.111,0.51,119.889,2010,moody
Dora Jar,Bumblebee,49,2022,indie-pop,0.723,0.593,0.037,0.123,0.000734,0.126,0.874,120.052,2020,moody
TV Girl,For You,55,2016,indie-pop,0.554,0.862,0.0375,0.102,0.00398,0.394,0.73,95.009,2010,moody
Arthur Nery,Higa,70,2019,indie-pop,0.656,0.336,0.0434,0.453,0.0,0.106,0.182,125.058,2010,moody
Mount Eerie,Flaming Home,21,2008,indie-pop,0.474,0.0976,0.0443,0.945,0.0,0.12,0.129,121.259,2000,moody
Vansire,Précis Two,57,2020,indie-pop,0.607,0.516,0.0975,0.602,0.706,0.599,0.967,121.485,2020,moody
Father John Misty,This Is Sally Hatchet,37,2012,indie-pop,0.421,0.55,0.028,0.00796,0.000123,0.101,0.303,144.818,2010,moody
The Clientele,Everybody's Gone,7,2003,indie-pop,0.361,0.354,0.0333,0.367,0.0445,0.301,0.449,85.936,2000,moody
Silly Fools,เบื่อ,37,2004,indie-pop,0.432,0.725,0.0328,0.0103,4.54e-05,0.105,0.265,183.989,2000,moody
The Antlers,Corsicana,25,2011,indie-pop,0.397,0.211,0.0283,0.972,0.721,0.108,0.103,94.524,2010,moody
Bahamas,Way With Words,57,2018,indie-pop,0.785,0.53,0.0634,0.359,0.00198,0.0774,0.729,146.38,2010,moody
M. Ward,Archangel Tale,7,2001,indie-pop,0.574,0.209,0.0295,0.177,0.421,0.126,0.505,89.479,2000,moody
Måneskin,Close to the Top,55,2018,indie-pop,0.659,0.945,0.107,0.00966,0.0,0.203,0.868,143.996,2010,moody
Briston Maroney,Harvard,42,2022,indie-pop,0.666,0.853,0.0286,0.0768,1.13e-05,0.0764,0.682,127.969,2020,moody
Bright Eyes,Tourist Trap,15,2007,indie-pop,0.416,0.347,0.0319,0.748,0.000295,0.0973,0.324,93.746,2000,moody
Yoon Sang,악몽,6,2000,indie-pop,0.676,0.716,0.0301,0.133,0.345,0.521,0.341,120.004,2000,moody
Sioen,Cruisin,36,2004,indie-pop,0.594,0.475,0.0368,0.467,0.00292,0.118,0.179,141.44,2000,moody
The Hush Sound,Wine Red,49,2006,indie-pop,0.685,0.856,0.027,0.133,0.0,0.221,0.719,105.518,2000,moody
R.E.M.,The Sidewinder Sleeps Tonite,30,2003,indie-pop,0.601,0.9,0.0343,0.0703,1.98e-06,0.321,0.756,123.391,2000,moody
Beach Bunny,Entropy,47,2022,indie-pop,0.446,0.878,0.0523,0.00371,0.00114,0.231,0.682,181.968,2020,moody
Del Water Gap,Alone Together,53,2021,indie-pop,0.577,0.352,0.0322,0.586,2.79e-05,0.111,0.354,172.073,2020,moody
Suicide,Keep Your Dreams - 2021 - Remaster,16,2021,industrial,0.452,0.942,0.0328,0.00122,0.934,0.41,0.915,142.774,2020,chill
Psychic TV,Alice,6,2017,industrial,0.68,0.786,0.0317,0.381,0.827,0.115,0.632,132.036,2010,chill
Suicide,American Mean,6,2002,industrial,0.756,0.952,0.0501,0.00578,0.0204,0.0733,0.502,124.96,2000,chill
Ordo Rosarius Equilibrio,Your Sex Is the Scar,16,2011,industrial,0.254,0.688,0.0423,0.0161,0.000213,0.138,0.49,111.072,2010,chill
Velvet Acid Christ,Futile,8,2004,industrial,0.638,0.952,0.0372,0.0305,0.833,0.224,0.904,119.889,2000,chill
Combichrist,Love Is a Razorblade,9,2014,industrial,0.33,0.957,0.128,2.55e-05,0.0,0.109,0.455,185.031,2010,chill
:Of The Wand And The Moon:,Hail Hail Hail II,11,2005,industrial,0.292,0.629,0.0415,0.149,0.809,0.167,0.0621,144.876,2000,chill
Ill Niño,Forever,18,2003,industrial,0.479,0.975,0.0883,0.00019,0.167,0.21,0.525,169.545,2000,chill
Celldweller,Shapeshifter - Klayton Remix,20,2003,industrial,0.687,0.97,0.0697,0.00459,0.0221,0.092,0.611,121.97,2000,chill
Dope Stars Inc.,10.000 Watts,13,2005,industrial,0.547,0.948,0.0664,0.000738,0.000946,0.37,0.407,159.993,2000,chill
XXX,Ganju Gok,12,2018,industrial,0.759,0.749,0.174,0.0479,0.00172,0.0604,0.368,136.001,2010,chill
Rome,Wir Götter der Stadt,16,2001,industrial,0.533,0.816,0.0358,0.0224,0.733,0.524,0.123,124.911,2000,chill
Puscifer,Theorem,31,2020,industrial,0.636,0.548,0.0334,0.0147,0.00449,0.268,0.292,105.022,2020,chill
Eden Synthetic Corps,Matte,19,2007,industrial,0.554,0.987,0.036,2.13e-05,0.605,0.363,0.281,120.032,2000,chill
Lana Del Rabies,Hallowed Is the Earth,18,2023,industrial,0.151,0.569,0.0639,0.5,0.135,0.132,0.2,174.534,2020,chill
Assemblage 23,Confession,9,2020,industrial,0.655,0.589,0.0289,0.00881,0.00605,0.384,0.208,107.998,2020,chill
Apoptygma Berzerk,Burning Heretic - Cycles Of Absolute Truths Mix by Ancient Methods,24,2019,industrial,0.547,0.943,0.0455,0.000575,0.496,0.455,0.679,130.019,2010,chill
Earshot,Nice to Feel the Sun,23,2004,industrial,0.375,0.905,0.0675,0.000105,0.254,0.246,0.253,134.842,2000,chill
Rome,A Culture of Fragments,19,2009,industrial,0.399,0.226,0.0568,0.884,0.931,0.109,0.171,78.396,2000,chill
Arditi,Religion Of The Blood [Instrumental Version],5,2020,industrial,0.44,0.666,0.0422,0.172,0.62,0.112,0.038,121.249,2020,chill
Spahn Ranch,Forceps - Sterilized Mix,0,2000,industrial,0.592,0.903,0.048,4.93e-06,0.93,0.109,0.514,135.499,2000,chill
